"What are the challenges and solutions for serving large language models (LLMs) in production?","Serving 70B parameter model: high memory requirements, expensive GPU costs, variable request lengths, potential generation latency issues.","A) LLMs don't need special considerations","B) Use model quantization, batching, caching, distributed serving, and efficient hardware for large model deployment","C) LLMs cannot be deployed","D) Only small models work in production","B","LLM serving challenges: memory requirements, latency, cost. Solutions include: quantization (reduce precision), dynamic batching, KV caching, distributed inference, and specialized hardware.","LLM Deployment"
"How do you monitor and maintain model performance in production?","Deployed fraud detection model initially had 90% precision. After 6 months, precision dropped to 75%. Model hasn't changed, but fraud patterns evolved.","A) Model monitoring is unnecessary","B) Monitor data drift, model drift, performance metrics, and implement retraining pipelines","C) Models never degrade","D) Manual monitoring is sufficient","B","Production ML monitoring requires: data drift detection (input distribution changes), model drift monitoring (performance degradation), automated alerts, and retraining pipelines to maintain performance.","Production ML"
"What is A/B testing in the context of ML model deployment and why is it important?","Testing new recommendation algorithm: 50% users see recommendations from model A, 50% from model B. Measuring click-through rates to determine which performs better.","A) A/B testing is only for web design","B) A/B testing compares model performance on real user traffic to make data-driven deployment decisions","C) A/B testing slows down deployment","D) Random assignment is not important","B","A/B testing splits real traffic between model versions to compare performance metrics (accuracy, user engagement, business KPIs) and make evidence-based decisions about model deployment.","Production ML"
"How do you handle concept drift in production ML systems?","Customer behavior prediction model trained pre-COVID shows declining accuracy. Shopping patterns, economic factors, and preferences have shifted significantly.","A) Concept drift is not a real problem","B) Detect distribution changes, retrain models on recent data, and implement adaptive learning systems","C) Old models always work forever","D) Manual updates are sufficient","B","Concept drift occurs when the relationship between features and targets changes. Solutions: drift detection algorithms, automated retraining on recent data, and adaptive learning systems.","Production ML"
"What are the security considerations for ML models in production?","Deployed image classification API: adversarial examples could fool the model, training data might contain sensitive information, model could be stolen through API queries.","A) ML models have no security risks","B) Protect against adversarial attacks, data privacy breaches, model stealing, and implement secure API design","C) Security is only for traditional software","D) Open access is always better","B","ML security includes: adversarial robustness (defend against crafted inputs), data privacy (protect training data), model protection (prevent theft), and secure API design.","Production ML"
"In AutoML systems, what aspects of the machine learning pipeline can be automated?","Data scientist spends weeks on: feature engineering, model selection, hyperparameter tuning, architecture search. Want to automate repetitive tasks while maintaining quality.","A) AutoML cannot automate anything","B) AutoML can automate feature engineering, model selection, hyperparameter optimization, and architecture search","C) Only hyperparameters can be automated","D) Automation reduces model quality","B","AutoML automates: data preprocessing, feature engineering, model selection, hyperparameter optimization, neural architecture search, and model evaluation - reducing manual effort while maintaining performance.","Production ML"
"What is the difference between supervised, unsupervised, and reinforcement learning paradigms?","Three scenarios: 1) Email spam detection with labeled examples, 2) Customer segmentation without predefined groups, 3) Game-playing AI learning from wins/losses.","A) All paradigms are identical","B) Supervised uses labeled data, unsupervised finds patterns in unlabeled data, RL learns from rewards/penalties","C) Only supervised learning works","D) Labels are always available","B","Supervised learning uses input-output pairs. Unsupervised learning discovers patterns in data without labels. Reinforcement learning learns optimal actions through reward/penalty feedback.","ML Fundamentals"
"What is cross-validation and why is it important for model evaluation?","Training sentiment classifier on 10K reviews. Single train-test split might by chance put all positive reviews in training set and negative in test set.","A) Cross-validation is unnecessary","B) Cross-validation provides more robust performance estimates by training/testing on multiple data splits","C) Single split is always sufficient","D) Cross-validation reduces accuracy","B","Cross-validation trains/tests on multiple data splits, providing more reliable performance estimates, reducing variance from random splits, and better detecting overfitting.","Model Evaluation"
"What is the bias-variance tradeoff in machine learning?","Comparing simple linear regression vs. complex neural network on house price prediction: Linear model underfits (high bias), complex model overfits to training noise (high variance).","A) Bias and variance are unrelated","B) High bias models underfit, high variance models overfit; optimal models balance both","C) High bias is always better","D) High variance is always better","B","Bias-variance tradeoff: High bias (underfitting) misses true patterns. High variance (overfitting) captures noise. Optimal models balance both for best generalization.","ML Fundamentals"
"How do you choose between different machine learning algorithms for a given problem?","Problem: predict customer churn with 100K samples, 50 features, mix of categorical and numerical data. Need interpretable model with good performance.","A) Always use the most complex algorithm","B) Consider data size, feature types, interpretability needs, performance requirements, and computational constraints","C) Random selection works best","D) Only neural networks should be used","B","Algorithm selection depends on: dataset size, feature types, interpretability requirements, performance needs, computational budget, and training time constraints.","Model Selection"
"What is feature engineering and why is it important?","Raw e-commerce data: user_age=25, purchase_date='2024-01-15', item_price=49.99. Want to predict repeat purchases but need better features.","A) Raw features are always optimal","B) Feature engineering creates more informative features from raw data to improve model performance","C) Feature engineering is unnecessary","D) More features always help","B","Feature engineering transforms raw data into informative features: age groups, days_since_purchase, price_bins, interaction features - often improving model performance more than algorithm choice.","Data Preprocessing"
"What is regularization and how does it help prevent overfitting?","Training polynomial regression: without regularization, model perfectly fits training data (including noise) but fails on validation set.","A) Regularization increases overfitting","B) Regularization adds penalty terms to loss function to constrain model complexity and improve generalization","C) Regularization is only for neural networks","D) Regularization reduces training accuracy","B","Regularization (L1, L2, dropout) adds penalties for model complexity, constraining weights to prevent overfitting and improve generalization to unseen data.","Overfitting/Underfitting"
"How do you handle imbalanced datasets in classification?","Credit card fraud detection: 99.9% normal transactions, 0.1% fraud. Standard accuracy metric and equal class weights will bias toward majority class.","A) Imbalanced data is not a problem","B) Use appropriate metrics (precision/recall), resampling techniques, cost-sensitive learning, or ensemble methods","C) Ignore minority class","D) Only accuracy matters","B","Imbalanced data solutions: use precision/recall/F1 metrics, oversample minority class (SMOTE), undersample majority class, cost-sensitive learning, or ensemble methods.","Model Selection"
"What is ensemble learning and when is it beneficial?","Individual models: Decision Tree (85% accuracy), SVM (87% accuracy), Random Forest (89% accuracy). Combining them might achieve better performance than any single model.","A) Ensemble learning always reduces performance","B) Ensemble learning combines multiple models to achieve better performance than individual models","C) Only single models should be used","D) Ensemble learning is too complex","B","Ensemble learning combines multiple models (voting, bagging, boosting) to reduce variance, bias, and improve generalization beyond individual model performance.","Ensemble Methods"
"What is the difference between bagging and boosting ensemble methods?","Random Forest (bagging): trains multiple trees on different data subsets independently. AdaBoost (boosting): trains models sequentially, focusing on previous errors.","A) Bagging and boosting are identical","B) Bagging trains models independently in parallel, boosting trains models sequentially focusing on errors","C) Boosting is always better","D) Bagging is always better","B","Bagging (Bootstrap AGGregating) trains models independently on different data subsets. Boosting trains models sequentially, with each model focusing on previous models' errors.","Ensemble Methods"
"How do you evaluate and interpret machine learning model results?","Binary classifier results: TP=850, TN=9500, FP=100, FN=50. Need to understand model performance and business impact.","A) Only accuracy matters","B) Use multiple metrics (precision, recall, F1, ROC-AUC), confusion matrix, and consider business impact","C) Single metric is sufficient","D) Evaluation is unnecessary","B","Comprehensive evaluation uses: accuracy, precision, recall, F1-score, ROC-AUC, confusion matrix, and business-specific metrics to understand model performance and impact.","Model Evaluation"
